  25230;"Maske mit Bild des Śīva";"ubmz-11";"Erwerbung";"1974";"1974-01-01";"1974-12-31";"0";"23556
";"Kathmandu
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25231;"Beter";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25232;"Schale";"ubmz-11";"Erwerbung";"";"";"";"";"19643
19971
";"Tibet
Nepal
";"1
1
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25234;"Viṣṇu auf Garuḍa";"ubmz-11";"Erwerbung";"1978";"1978-01-01";"1978-12-31";"0";"25233
";"Padang Bai
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25235;"Hanuman";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25236;"Śrīdevī";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25237;"Figur im Lotossitz, eventuell Śiva";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25238;"Stehender Dämon";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25239;"Holzrelief, eventuell Rāma und Sītā";"ubmz-11";"Erwerbung";"1979";"1979-01-01";"1979-12-31";"0";"23767
";"Kuta
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  25242;"Kopf aus Bronze";"ubmz-11";"Erwerbung";"1972";"1972-01-01";"1972-12-31";"0";"25241
";"Ayutthaya
";"0
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"";"";"";"9151
";"Meisig, Marion
";"43
";"Sammeltätigkeit (durch)
";"0
";"";""
  39197;"Test";"ubmz-1";"Aufführung";"";"";"";"";"";"";"";"";"";"";"";"";"";"ubmz-25";"Schenkung";"";"";"";"";"";"";"";"";"";"";"";"";"";"ubmz-11";"Erwerbung";"19. Jahrhundert";"1800-01-01";"1899-12-31";"1";"17821
";"Indien
";"1
";"17820
";"Walter, Ursula
";"217
";"Erwerbung (durch)
";"0
";"Bemerkung zur Ursula Walter.; Zum Datum: Bemerkungen zum Datum";"ubmz-24";"Sammeltätigkeit";"1956";"1956-01-01";"1956-12-31";"0";"3
";"Berlin
";"0
";"9151
17820
";"Meisig, Marion
Walter, Ursula
";"43
43
";"Sammeltätigkeit (durch)
Sammeltätigkeit (durch)
";"1
0
";"Bermerkungen zur #ersten# Person; Bemerkungen zur zweiten Person;  Zum Ort: Bemerkungen zum #Ort#";""
  39198;"Test Kopie";"ubmz-1";"Aufführung";"";"";"";"";"";"";"";"";"";"";"";"";"";"ubmz-33";"Verlust";"";"";"";"";"";"";"";"";"";"";"";"";"";"ubmz-25";"Schenkung";"";"";"";"";"";"";"";"";"";"";"";"";"";"ubmz-24";"Sammeltätigkeit";"";"";"";"";"3
8976
";"Berlin
Armenien
";"0
1
";"9151
17820
";"Meisig, Marion
Walter, Ursula
";"43
43
";"Sammeltätigkeit (durch)
Sammeltätigkeit (durch)
";"1
0
";"Bermerkungen zur #ersten# Person; Bemerkungen zur zweiten Person;  Zum Ort: Bemerkungen zum #Ort#";""
